"id","name"
"1134","Timon"
"1135","Pumbaa"
"1136","Scar"
"1137","Juggernaut"
"1138","Psylocke"
"1139","John Allerdyce / Pyro"
"1140","Multiple Man"
"1141","Apocalypse"
"1143","Caliban"
"1144","Jubilee"
"1145","Moira MacTaggert"
"1146","May Parker"
"1147","Joseph 'Robbie' Robertson"
"1148","Ben Parker"
"1149","Ursula Ditkovich"
"1150","Negasonic Teenage Warhead"
"1151","Blind Al"
"1152","Russell Collins / Firefist"
"1153","Yukio"
"1154","Rusty Pete"
"1155","Talwyn Apogee"
"1156","Courtney Gears"
"1157","Sedusa"
"1158","Princess Morbucks"
"1159","Cortana"
"1160","Prophet of Truth"
"1161","Gravemind"
"1162","343 Guilty Spark"
"1163","Sergeant Major Johnson"
"1164","Master Chief"
"1165","Aaron Davis / Prowler"
"1166","Tombstone"
"1167","Raziel"
"1168","Kain"
"1169","Crunch Bandicoot"
"1170","Nina Cortex"
"1171","Vulko"
"1172","Drax the Destroyer"
"1173","Meredith Quill"
"1174","Emilia Harcourt"
"1175","John Economos"
"1177","T'Challa / Black Panther"
"1178","Korg"
"1179","Heimdall"
"1180","Principal Duvall"
"1181","Dingodile"
"1182","Panda King"
"1183","Muggshot"
"1184","Daxter"
"1185","Jak"
"1186","Samos Hagai"
"1187","Ashelin Praxis"
"1188","Baron Praxis"
"1189","Erol"
"1190","Dante"
"1191","Vergil"
"1192","Kotal Kahn"
"1193","Erron Black"
"1194","D'Vorah"
"1195","Starkiller"
"1196","Bail Organa"
"1197","Lucius Best / Frozone"
"1198","Underminer"
"1199","Bob Parr / Mr. Incredible"
"1200","Violet Parr"
"1201","Dash Parr"
"1202","Edna Mode"
"1203","Commander Shepard"
"1204","Cotton Candy Glob"
"1205","Rouge the Bat"
"1206","Big the Cat"
"1207","Vector the Crocodile"
"1208","Megamind"
"1209","Metro Man"
"1210","Tighten"
"1211","Roxanne Ritchie"
"1212","Thelonious"
"1213","Lola Bunny"
"1214","Sara Bellum"
"1215","Cad Bane"
"1216","Barry B. Benson"
"1217","Adam Flayman"
"1218","Layton Montgomery"
"1219","Hammerhead"
"1220","Spider-Man 2099"
"1221","Renee Montoya"
"1222","Dinah Lance / Black Canary"
"1223","Yuriko Oyama / Lady Deathstrike"
"1224","Rocksteady"
"1225","Bebop"
"1226","Krang"
"1227","Vern Fenwick"
"1228","Karen Page"
"1229","Franklin \"Foggy\" Nelson"
"1230","Ben Urich"
"1231","Bullseye"
"1232","Porky Pig"
"1233","Tasmanian Devil"
"1234","Bugs Bunny"
"1235","Daffy Duck"
"1236","Speedy Gonzales"
"1237","Wong"
"1238","The Ancient One"
"1239","Stick"
"1240","Ashley 'Ash' J. Williams"
"1241","Mickey Mouse"
"1242","Goofy"
"1243","Chicken Little"
"1244","Tak"
"1245","Murray"
"1246","Peter Venkman"
"1247","Ray Stantz"
"1248","Egon Spengler"
"1249","Janine Melnitz"
"1250","Nathan Drake"
"1251","Pepper Potts"
"1252","Agent Phil Coulson"
"1253","Agent Maria Hill"
"1254","Happy Hogan"
"1255","Sub-Zero"
"1256","John Stewart / Green Lantern"
"1257","Sindel"
"1258","Quan Chi"
"1259","Garfield"
"1260","Selene"
"1261","Gawain"
"1262","Morgan Le Fay"
"1263","Donald Duck"
"1264","Winnetou"
"1265","Ichigo Kurosaki"
"1266","Arminius"
"1267","Boudicca"
"1268","Nero"
"1269","Donkey Kong"
"1270","Tegan Jovanka"
"1271","Declan"
"1272","Stephanie"
"1273","Rachel"
"1274","Carol Danvers / Captain Marvel"
"1275","Kirby Reed"
"1276","Sidney Prescott"
"1277","Randy Meeks"
"1278","Gale Weathers"
"1279","Michael Morbius"
"1280","Jackie Chiles"
"1281","Cosmo Kramer"
"1282","Asajj Ventress"
"1283","Prophet of Regret"
"1284","Randall Boggs"
"1285","Nancy Callahan"
"1286","Conker the Squirrel"
"1287","Winston Zeddemore"
"1288","Dana Barrett"
"1289","Gozer"
"1290","Slimer"
"1291","Rayne"
"1292","Magik"
"1293","Agatha Harkness"
"1294","Johnny Gat"
"1295","Captain Slag"
"1296","Chuckie Finster"
"1297","GIR"
"1298","Danny Phantom"
"1299","Korra"
"1300","Samurai Jack"
"1301","Aku"
"1302","Stitch"
"1303","Lilo Pelekai"
"1304","Luigi"
"1305","Mario"
"1306","Princess Peach"
"1307","Bowser"
"1308","Dory"
"1309","Genie"
"1310","Princess Jasmine"
"1311","Viewtiful Joe"
"1312","Casper"
"1313","Baloo"
"1314","Inspector Gadget"
"1315","Ivan Drago"
"1316","Apollo Creed"
"1317","Altaïr Ibn-LaʼAhad"
"1318","Ezio Auditore da Firenze"
"1319","Black Adam"
"1320","Mercy Graves"
"1321","Pinocchio"
"1322","Kitty Softpaws"
"1323","Abe"
"1325","Minnie Mouse"
"1326","Riku"
"1327","Kairi"
"1328","Winnie the Pooh"
"1329","Jill Valentine"
"1330","Michael Lanyard aka Lone Wolf"
"1331","Spot Helperman / Scott Leadready II"
"1332","Chief Commissioner Cameron Miekelson"
"1333","PC Jack McLaren"
"1334","PC Sarah Fletcher"
"1335","PC Surjit Singh"
"1336","Act. Sgt. Ken Beattie"
"1337","Sgt. Karen Ann Millar"
"1338","PC Charlie McIntosh"
"1339","PC Jane McKay"
"1340","PC Hugh McKirdy"
"1341","Maggie LeBeau"
"1342","Bobby Muir"
"1343","Archie Pepper"
"1344","DC Megan Squire"
"1345","DC Andrea McGill"
"1346","PC Sharon McKelvie"
"1347","Sgt. Napier Carmichael"
"1348","Annie McInnes"
"1349","PC Laura Washington"
"1350","Sam"
"1351","Dude"
"1352","Ron Burgundy"
"1353","Timmy Turner"
"1354","Chick Hicks"
"1355","Mater"
"1356","Ethan Hunt"
"1357","Talia al Ghul"
"1358","Olivia"
"1359","William"
"1360","Corrie"
"1361","Arthur"
"1362","Ann"
"1363","Ginger"
"1364","Party Goer"
"1365","Burns' Ghost"
"1366","Ian"
"1367","Fiona"
"1368","Lindsay"
"1369","Louis"
"1370","Margot"
"1371","Gerry"
"1372","Rocket Raccoon"
"1373","Star-Lord"
"1374","Cosmo"
"1375","Kraglin"
"1376","Mantis"
"1377","Stakar Ogord"
"1378","Vision"
"1379","Owen Grady"
"1380","Claire Dearing"
"1381","Dr. Ellie Sattler"
"1382","Dr. Ian Malcolm"
"1383","Dr. Alan Grant"
"1384","Dr. Henry Wu"
"1385","Jack Byrnes"
"1386","Gaylord Focker"
"1387","Kevin Rawley"
"1388","Bernie Focker"
"1389","Roz Focker"
"1390","Dina Byrnes"
"1391","Celeborn"
"1392","Gamling"
"1393","Riley Poole"
"1394","Sadusky"
"1395","Renfield"
"1396","Dr. Seward"
"1397","Jonathan Harker"
"1398","Lucy Westenra"
"1399","Don Vito Corleone"
"1400","Michael Corleone"
"1401","Santino 'Sonny' Corleone"
"1402","Tom Hagen"
"1403","Fredo Corleone"
"1404","Alan Garner"
"1405","Phil Wenneck"
"1406","Stu Price"
"1407","Doug Billings"
"1408","Mr. Chow"
"1409","Mike Tyson"
"1410","Chris Kelvin"
"1411","Kris Kelvin"
"1412","C. S. 'Jack' Lewis"
"1413","Peter Pevensie"
"1414","Edmund Pevensie"
"1415","Susan Pevensie"
"1416","Lucy Pevensie"
"1417","Prince Caspian"
"1418","Aslan"
"1419","The White Witch"
"1420","Reepicheep"
"1421","Mary Todd Lincoln"
"1422","Dr. Madeleine Swann"
"1423","Le Chiffre"
"1424","Ernst Stavro Blofeld"
"1425","Bill Tanner"
"1426","Vesper Lynd"
"1427","Mr. White"
"1428","Mathis"
"1429","Dr. Sam Loomis"
"1430","Laurie Strode"
"1431","Michelle Jones"
"1432","Mark Corrigan"
"1433","Jeremy \"Jez\" Usborne"
"1434","Roy"
"1435","Maurice Moss"
"1436","Jen Barber"
"1437","Ian"
"1438","Barbara"
"1439","Susan"
"1440","Betty Ross"
"1441","George W. Bush"
"1442","Wednesday Addams"
"1443","Wolfgang Amadeus Mozart"
"1444","Pablo Picasso"
"1445","Elisabeth von Österreich-Ungarn"
"1446","Diddy Kong"
"1447","Cranky Kong"
"1448","Toad"
"1449","Reptar"
"1450","Abe Sapien"
"1451","Liz Sherman"
"1452","Elle Woods"
"1453","Kazuya Mishima"
"1454","Heihachi Mishima"
"1455","Rorschach"
"1456","Nite Owl"
"1457","Tony Montana"
"1458","Marmaduke"
"1459","Omni-Man"
"1460","Homelander"
"1461","Sweet Tooth"
"1462","Sinestro"
"1463","Kilowog"
"1464","Smurfette"
"1465","Papa Smurf"
"1466","Gargamel"
"1467","Leon S. Kennedy"
"1468","Claire Redfield"
"1469","Albert Wesker"
"1470","Monkey D. Luffy"
"1471","Maciste"
"1472","Bizarro"
"1473","James P. Sullivan"
"1474","Nancy Thompson"
"1475","Cao Cao"
"1476","Liu Bei"
"1477","Guan Yu"
"1478","Elinor Dashwood"
"1479","Marianne Dashwood"
"1480","Black Manta"
"1481","Jango Fett"
"1482","Poggle the Lesser"
"1483","Mon Mothma"
"1484","Bib Fortuna"
"1485","Sebulba"
"1486","Beorn"
"1487","Azog"
"1488","Jack Ryder"
"1489","Kronika"
"1490","Fox McCloud"
"1491","Captain Hero"
"1492","Foxxy Love"
"1493","Azula"
"1494","Katara"
"1495","Aang"
"1496","Iroh"
"1497","Zuko"
"1498","Sokka"
"1499","Fred Fredburger"
"1500","Demongo"
"1501","Numbuh One"
"1502","Numbuh Three"
"1503","Numbuh Four"
"1504","Numbuh Five"
"1505","Numbuh Two"
"1506","Bloo"
"1507","Mermaid Man"
"1508","Barnacle Boy"
"1509","Mrs. Puff"
"1510","Felix Unger"
"1511","Oscar Madison"
"1512","Nancy Drew"
"1513","Dick Cheney"
"1514","Barney Rubble"
"1515","Fred Flintstone"
"1516","Effi Briest"
"1517","Judah Ben-Hur"
"1518","Pauline"
"1519","Lulu"
"1520","Nigel Thornberry"
"1521","Mary Magdalene"
"1522","Gen. George Armstrong Custer"
"1523","Elizabeth Bacon Custer"
"1524","Rory"
"1525","Perceval"
"1526","Karadoc"
"1527","Bohort"
"1528","Léodagan"
"1529","Père Blaise"
"1530","Attila"
"1531","Léna Grisky"
"1532","Inès Lebreton"
"1533","Jeff Chase"
"1534","Maximus « Max » Alvarez"
"1535","Henri Duquet"
"1536","Frank"
"1537","Pinky"
"1538","Clive"
"1539","Armando Castillo"
"1540","Armando Castillo"
"1541","Oscar"
"1542","Gabrielle Carré"
"1543","Lex Dosne"
"1544","Victor Duquet"
"1545","Théa Raphael"
"1546","Alexandre Lazare"
"1547","Amy Pond"
"1548","Leif Eriksson"
"1549","Mata Hari"
"1550","Ann"
"1551","Magnus von Ragner"
"1552","Ike Clanton"
"1553","Adam Warlock"
"1554","Gossip Gerty"
"1555","Max Guevara"
"1556","Philip Marlowe"
